Name,Type,Total,Total Attack,Total Defense,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
DeoxysAttack Forme,Psychic,600,510,90,50,180,20,180,20,150,3,True
DeoxysDefense Forme,Psychic,600,230,370,50,70,160,70,160,90,3,True
DeoxysSpeed Forme,Psychic,600,370,230,50,95,90,95,90,180,3,True
Turtwig,Grass,318,144,174,55,68,64,45,55,31,4,False
Grotle,Grass,405,180,225,75,89,85,55,65,36,4,False
Torterra,Grass,525,240,285,95,109,105,75,85,56,4,False
Chimchar,Fire,309,177,132,44,58,44,58,44,61,4,False
Monferno,Fire,405,237,168,64,78,52,78,52,81,4,False
Infernape,Fire,534,316,218,76,104,71,104,71,108,4,False
Piplup,Water,314,152,162,53,51,53,61,56,40,4,False
Prinplup,Water,405,197,208,64,66,68,81,76,50,4,False
Empoleon,Water,530,257,273,84,86,88,111,101,60,4,False
Starly,Normal,245,145,100,40,55,30,30,30,60,4,False
Staravia,Normal,340,195,145,55,75,50,40,40,80,4,False
Staraptor,Normal,485,270,215,85,120,70,50,60,100,4,False
Bidoof,Normal,250,111,139,59,45,40,35,40,31,4,False
Bibarel,Normal,410,211,199,79,85,60,55,60,71,4,False
Kricketot,Bug,194,75,119,37,25,41,25,41,25,4,False
Kricketune,Bug,384,205,179,77,85,51,55,51,65,4,False
Shinx,Electric,263,150,113,45,65,34,40,34,45,4,False
Luxio,Electric,363,205,158,60,85,49,60,49,60,4,False
Luxray,Electric,523,285,238,80,120,79,95,79,70,4,False
Budew,Grass,280,135,145,40,30,35,50,70,55,4,False
Roserade,Grass,515,285,230,60,70,65,125,105,90,4,False
Cranidos,Rock,350,213,137,67,125,40,30,30,58,4,False
Rampardos,Rock,495,288,207,97,165,60,65,50,58,4,False
Shieldon,Rock,350,114,236,30,42,118,42,88,30,4,False
Bastiodon,Rock,495,129,366,60,52,168,47,138,30,4,False
Burmy,Bug,224,94,130,40,29,45,29,45,36,4,False
WormadamPlant Cloak,Bug,424,174,250,60,59,85,79,105,36,4,False
WormadamSandy Cloak,Bug,424,174,250,60,79,105,59,85,36,4,False
WormadamTrash Cloak,Bug,424,174,250,60,69,95,69,95,36,4,False
Mothim,Bug,424,254,170,70,94,50,94,50,66,4,False
Combee,Bug,244,130,114,30,30,42,30,42,70,4,False
Vespiquen,Bug,474,200,274,70,80,102,80,102,40,4,False
Pachirisu,Electric,405,185,220,60,45,70,45,90,95,4,False
Buizel,Water,330,210,120,55,65,35,60,30,85,4,False
Floatzel,Water,495,305,190,85,105,55,85,50,115,4,False
Cherubi,Grass,275,132,143,45,35,45,62,53,35,4,False
Cherrim,Grass,450,232,218,70,60,70,87,78,85,4,False
Shellos,Water,325,139,186,76,48,48,57,62,34,4,False
Gastrodon,Water,475,214,261,111,83,68,92,82,39,4,False
Ambipom,Normal,482,275,207,75,100,66,60,66,115,4,False
Drifloon,Ghost,348,180,168,90,50,34,60,44,70,4,False
Drifblim,Ghost,498,250,248,150,80,44,90,54,80,4,False
Buneary,Normal,350,195,155,55,66,44,44,56,85,4,False
Lopunny,Normal,480,235,245,65,76,84,54,96,105,4,False
LopunnyMega Lopunny,Normal,580,325,255,65,136,94,54,96,135,4,False
Mismagius,Ghost,495,270,225,60,60,60,105,105,105,4,False
Honchkrow,Dark,505,301,204,100,125,52,105,52,71,4,False
Glameow,Normal,310,182,128,49,55,42,42,37,85,4,False
Purugly,Normal,452,258,194,71,82,64,64,59,112,4,False
Chingling,Psychic,285,140,145,45,30,50,65,50,45,4,False
Stunky,Poison,329,178,151,63,63,47,41,41,74,4,False
Skuntank,Poison,479,248,231,103,93,67,71,61,84,4,False
Bronzor,Steel,300,71,229,57,24,86,24,86,23,4,False
Bronzong,Steel,500,201,299,67,89,116,79,116,33,4,False
Bonsly,Rock,290,100,190,50,80,95,10,45,10,4,False
Mime Jr.,Psychic,310,155,155,20,25,45,70,90,60,4,False
Happiny,Normal,220,50,170,100,5,5,15,65,30,4,False
Chatot,Normal,411,248,163,76,65,45,92,42,91,4,False
Spiritomb,Ghost,485,219,266,50,92,108,92,108,35,4,False
Gible,Dragon,300,152,148,58,70,45,40,45,42,4,False
Gabite,Dragon,410,222,188,68,90,65,50,55,82,4,False
Garchomp,Dragon,600,312,288,108,130,95,80,85,102,4,False
GarchompMega Garchomp,Dragon,700,382,318,108,170,115,120,95,92,4,False
Munchlax,Normal,390,130,260,135,85,40,40,85,5,4,False
Riolu,Fighting,285,165,120,40,70,40,35,40,60,4,False
Lucario,Fighting,525,315,210,70,110,70,115,70,90,4,False
LucarioMega Lucario,Fighting,625,397,228,70,145,88,140,70,112,4,False
Hippopotas,Ground,330,142,188,68,72,78,38,42,32,4,False
Hippowdon,Ground,525,227,298,108,112,118,68,72,47,4,False
Skorupi,Poison,330,145,185,40,50,90,30,55,65,4,False
Drapion,Poison,500,245,255,70,90,110,60,75,95,4,False
Croagunk,Poison,300,172,128,48,61,40,61,40,50,4,False
Toxicroak,Poison,490,277,213,83,106,65,86,65,85,4,False
Carnivine,Grass,454,236,218,74,100,72,90,72,46,4,False
Finneon,Water,330,164,166,49,49,56,49,61,66,4,False
Lumineon,Water,460,229,231,69,69,76,69,86,91,4,False
Mantyke,Water,345,130,215,45,20,50,60,120,50,4,False
Snover,Grass,334,164,170,60,62,50,62,60,40,4,False
Abomasnow,Grass,494,244,250,90,92,75,92,85,60,4,False
AbomasnowMega Abomasnow,Grass,594,294,300,90,132,105,132,105,30,4,False
Weavile,Dark,510,290,220,70,120,65,45,85,125,4,False
Magnezone,Electric,535,260,275,70,70,115,130,90,60,4,False
Lickilicky,Normal,515,215,300,110,85,95,80,95,50,4,False
Rhyperior,Ground,535,235,300,115,140,130,55,55,40,4,False
Tangrowth,Grass,535,260,275,100,100,125,110,50,50,4,False
Electivire,Electric,540,313,227,75,123,67,95,85,95,4,False
Magmortar,Fire,540,303,237,75,95,67,125,95,83,4,False
Togekiss,Fairy,545,250,295,85,50,95,120,115,80,4,False
Yanmega,Bug,515,287,228,86,76,86,116,56,95,4,False
Leafeon,Grass,525,265,260,65,110,130,60,65,95,4,False
Glaceon,Ice,525,255,270,65,60,110,130,95,65,4,False
Gliscor,Ground,510,235,275,75,95,125,45,75,95,4,False
Mamoswine,Ice,530,280,250,110,130,80,70,60,80,4,False
Porygon-Z,Normal,535,305,230,85,80,70,135,75,90,4,False
Gallade,Psychic,518,270,248,68,125,65,65,115,80,4,False
GalladeMega Gallade,Psychic,618,340,278,68,165,95,65,115,110,4,False
Probopass,Rock,525,170,355,60,55,145,75,150,40,4,False
Dusknoir,Ghost,525,210,315,45,100,135,65,135,45,4,False
Froslass,Ice,480,270,210,70,80,70,80,70,110,4,False
Rotom,Electric,440,236,204,50,50,77,95,77,91,4,False
RotomHeat Rotom,Electric,520,256,264,50,65,107,105,107,86,4,False
RotomWash Rotom,Electric,520,256,264,50,65,107,105,107,86,4,False
RotomFrost Rotom,Electric,520,256,264,50,65,107,105,107,86,4,False
RotomFan Rotom,Electric,520,256,264,50,65,107,105,107,86,4,False
RotomMow Rotom,Electric,520,256,264,50,65,107,105,107,86,4,False
Uxie,Psychic,580,245,335,75,75,130,75,130,95,4,True
Mesprit,Psychic,580,290,290,80,105,105,105,105,80,4,True
Azelf,Psychic,580,365,215,75,125,70,125,70,115,4,True
Dialga,Steel,680,360,320,100,120,120,150,100,90,4,True
Palkia,Water,680,370,310,90,120,100,150,120,100,4,True
Heatran,Fire,600,297,303,91,90,106,130,106,77,4,True
Regigigas,Normal,670,340,330,110,160,110,80,110,100,4,True
GiratinaAltered Forme,Ghost,680,290,390,150,100,120,100,120,90,4,True
GiratinaOrigin Forme,Ghost,680,330,350,150,120,100,120,100,90,4,True
Cresselia,Psychic,600,230,370,120,70,120,75,130,85,4,False
Phione,Water,480,240,240,80,80,80,80,80,80,4,False
Manaphy,Water,600,300,300,100,100,100,100,100,100,4,False
Darkrai,Dark,600,350,250,70,90,90,135,90,125,4,True
ShayminLand Forme,Grass,600,300,300,100,100,100,100,100,100,4,True
ShayminSky Forme,Grass,600,350,250,100,103,75,120,75,127,4,True
Arceus,Normal,720,360,360,120,120,120,120,120,120,4,True
Victini,Psychic,600,300,300,100,100,100,100,100,100,5,True
Snivy,Grass,308,153,155,45,45,55,45,55,63,5,False
Servine,Grass,413,203,210,60,60,75,60,75,83,5,False
Serperior,Grass,528,263,265,75,75,95,75,95,113,5,False
Tepig,Fire,308,153,155,65,63,45,45,45,45,5,False
Pignite,Fire,418,218,200,90,93,55,70,55,55,5,False
Emboar,Fire,528,288,240,110,123,65,100,65,65,5,False
Oshawott,Water,308,163,145,55,55,45,63,45,45,5,False
Dewott,Water,413,218,195,75,75,60,83,60,60,5,False
Samurott,Water,528,278,250,95,100,85,108,70,70,5,False
Patrat,Normal,255,132,123,45,55,39,35,39,42,5,False
Watchog,Normal,420,222,198,60,85,69,60,69,77,5,False
Lillipup,Normal,275,140,135,45,60,45,25,45,55,5,False
Herdier,Normal,370,175,195,65,80,65,35,65,60,5,False
Stoutland,Normal,500,235,265,85,110,90,45,90,80,5,False
Purrloin,Dark,281,166,115,41,50,37,50,37,66,5,False
Liepard,Dark,446,282,164,64,88,50,88,50,106,5,False
Pansage,Grass,316,170,146,50,53,48,53,48,64,5,False
Simisage,Grass,498,297,201,75,98,63,98,63,101,5,False
Pansear,Fire,316,170,146,50,53,48,53,48,64,5,False
Simisear,Fire,498,297,201,75,98,63,98,63,101,5,False
Panpour,Water,316,170,146,50,53,48,53,48,64,5,False
Simipour,Water,498,297,201,75,98,63,98,63,101,5,False
Munna,Psychic,292,116,176,76,25,45,67,55,24,5,False
Musharna,Psychic,487,191,296,116,55,85,107,95,29,5,False
Pidove,Normal,264,134,130,50,55,50,36,30,43,5,False
Tranquill,Normal,358,192,166,62,77,62,50,42,65,5,False
Unfezant,Normal,488,273,215,80,115,80,65,55,93,5,False
Blitzle,Electric,295,186,109,45,60,32,50,32,76,5,False
Zebstrika,Electric,497,296,201,75,100,63,80,63,116,5,False
Roggenrola,Rock,280,115,165,55,75,85,25,25,15,5,False
Boldore,Rock,390,175,215,70,105,105,50,40,20,5,False
Gigalith,Rock,515,220,295,85,135,130,60,80,25,5,False
Woobat,Psychic,313,172,141,55,45,43,55,43,72,5,False
Swoobat,Psychic,425,248,177,67,57,55,77,55,114,5,False
Drilbur,Ground,328,183,145,60,85,40,30,45,68,5,False
Excadrill,Ground,508,273,235,110,135,60,50,65,88,5,False
Audino,Normal,445,170,275,103,60,86,60,86,50,5,False
AudinoMega Audino,Normal,545,190,355,103,60,126,80,126,50,5,False
Timburr,Fighting,305,140,165,75,80,55,25,35,35,5,False
Gurdurr,Fighting,405,185,220,85,105,85,40,50,40,5,False
Conkeldurr,Fighting,505,240,265,105,140,95,55,65,45,5,False
Tympole,Water,294,164,130,50,50,40,50,40,64,5,False
Palpitoad,Water,384,199,185,75,65,55,65,55,69,5,False
Seismitoad,Water,509,254,255,105,95,75,85,75,74,5,False
Throh,Fighting,465,175,290,120,100,85,30,85,45,5,False
Sawk,Fighting,465,240,225,75,125,75,30,75,85,5,False
Sewaddle,Bug,310,135,175,45,53,70,40,60,42,5,False
Swadloon,Bug,380,155,225,55,63,90,50,80,42,5,False
Leavanny,Bug,500,265,235,75,103,80,70,80,92,5,False
Venipede,Bug,260,132,128,30,45,59,30,39,57,5,False
Whirlipede,Bug,360,142,218,40,55,99,40,79,47,5,False
Scolipede,Bug,485,267,218,60,100,89,55,69,112,5,False
Cottonee,Grass,280,130,150,40,27,60,37,50,66,5,False
Whimsicott,Grass,480,260,220,60,67,85,77,75,116,5,False
Petilil,Grass,280,135,145,45,35,50,70,50,30,5,False
Lilligant,Grass,480,260,220,70,60,75,110,75,90,5,False
Basculin,Water,460,270,190,70,92,65,80,55,98,5,False
Sandile,Ground,292,172,120,50,72,35,35,35,65,5,False
Krokorok,Ground,351,201,150,60,82,45,45,45,74,5,False
Krookodile,Ground,519,274,245,95,117,80,65,70,92,5,False
Darumaka,Fire,315,155,160,70,90,45,15,45,50,5,False
DarmanitanStandard Mode,Fire,480,265,215,105,140,55,30,55,95,5,False
DarmanitanZen Mode,Fire,540,225,315,105,30,105,140,105,55,5,False
Maractus,Grass,461,252,209,75,86,67,106,67,60,5,False
Dwebble,Bug,325,155,170,50,65,85,35,35,55,5,False
Crustle,Bug,475,205,270,70,95,125,65,75,45,5,False
Scraggy,Dark,348,158,190,50,75,70,35,70,48,5,False
Scrafty,Dark,488,193,295,65,90,115,45,115,58,5,False
Sigilyph,Psychic,490,258,232,72,58,80,103,80,97,5,False
Yamask,Ghost,303,115,188,38,30,85,55,65,30,5,False
Cofagrigus,Ghost,483,175,308,58,50,145,95,105,30,5,False
Tirtouga,Water,355,153,202,54,78,103,53,45,22,5,False
Carracosta,Water,495,223,272,74,108,133,83,65,32,5,False
Archen,Rock,401,256,145,55,112,45,74,45,70,5,False
Archeops,Rock,567,362,205,75,140,65,112,65,110,5,False
Trubbish,Poison,329,155,174,50,50,62,40,62,65,5,False
Garbodor,Poison,474,230,244,80,95,82,60,82,75,5,False
Zorua,Dark,330,210,120,40,65,40,80,40,65,5,False
Zoroark,Dark,510,330,180,60,105,60,120,60,105,5,False
Minccino,Normal,300,165,135,55,50,40,40,40,75,5,False
Cinccino,Normal,470,275,195,75,95,60,65,60,115,5,False
Gothita,Psychic,290,130,160,45,30,50,55,65,45,5,False
Gothorita,Psychic,390,175,215,60,45,70,75,85,55,5,False
Gothitelle,Psychic,490,215,275,70,55,95,95,110,65,5,False
Solosis,Psychic,290,155,135,45,30,40,105,50,20,5,False
Duosion,Psychic,370,195,175,65,40,50,125,60,30,5,False
Reuniclus,Psychic,490,220,270,110,65,75,125,85,30,5,False
Ducklett,Water,305,143,162,62,44,50,44,50,55,5,False
Swanna,Water,473,272,201,75,87,63,87,63,98,5,False
Vanillite,Ice,305,159,146,36,50,50,65,60,44,5,False
Vanillish,Ice,395,204,191,51,65,65,80,75,59,5,False
Vanilluxe,Ice,535,284,251,71,95,85,110,95,79,5,False
Deerling,Normal,335,175,160,60,60,50,40,50,75,5,False
Sawsbuck,Normal,475,255,220,80,100,70,60,70,95,5,False
Emolga,Electric,428,253,175,55,75,60,75,60,103,5,False
Karrablast,Bug,315,175,140,50,75,45,40,45,60,5,False
Escavalier,Bug,495,215,280,70,135,105,60,105,20,5,False
Foongus,Grass,294,125,169,69,55,45,55,55,15,5,False
Amoonguss,Grass,464,200,264,114,85,70,85,80,30,5,False
Frillish,Water,335,145,190,55,40,50,65,85,40,5,False
Jellicent,Water,480,205,275,100,60,70,85,105,60,5,False
Alomomola,Water,470,180,290,165,75,80,40,45,65,5,False
Joltik,Bug,319,169,150,50,47,50,57,50,65,5,False
Galvantula,Bug,472,282,190,70,77,60,97,60,108,5,False
Ferroseed,Grass,305,84,221,44,50,91,24,86,10,5,False
Ferrothorn,Grass,489,168,321,74,94,131,54,116,20,5,False
Klink,Steel,300,130,170,40,55,70,45,60,30,5,False
Klang,Steel,440,200,240,60,80,95,70,85,50,5,False
Klinklang,Steel,520,260,260,60,100,115,70,85,90,5,False
Tynamo,Electric,275,160,115,35,55,40,45,40,60,5,False
Eelektrik,Electric,405,200,205,65,85,70,75,70,40,5,False
Eelektross,Electric,515,270,245,85,115,80,105,80,50,5,False
Elgyem,Psychic,335,170,165,55,55,55,85,55,30,5,False
Beheeyem,Psychic,485,240,245,75,75,75,125,95,40,5,False
Litwick,Ghost,275,115,160,50,30,55,65,55,20,5,False
Lampent,Ghost,370,190,180,60,40,60,95,60,55,5,False
Chandelure,Ghost,520,280,240,60,55,90,145,90,80,5,False
Axew,Dragon,320,174,146,46,87,60,30,40,57,5,False
Fraxure,Dragon,410,224,186,66,117,70,40,50,67,5,False
Haxorus,Dragon,540,304,236,76,147,90,60,70,97,5,False
Cubchoo,Ice,305,170,135,55,70,40,60,40,40,5,False
Beartic,Ice,485,230,255,95,110,80,70,80,50,5,False
Cryogonal,Ice,485,250,235,70,50,30,95,135,105,5,False
Shelmet,Bug,305,105,200,50,40,85,40,65,25,5,False
Accelgor,Bug,495,315,180,80,70,40,100,60,145,5,False
Stunfisk,Ground,471,179,292,109,66,84,81,99,32,5,False
Mienfoo,Fighting,350,205,145,45,85,50,55,50,65,5,False
Mienshao,Fighting,510,325,185,65,125,60,95,60,105,5,False
Druddigon,Dragon,485,228,257,77,120,90,60,90,48,5,False
Golett,Ground,303,144,159,59,74,50,35,50,35,5,False
Golurk,Ground,483,234,249,89,124,80,55,80,55,5,False
Pawniard,Dark,340,185,155,45,85,70,40,40,60,5,False
Bisharp,Dark,490,255,235,65,125,100,60,70,70,5,False
Bouffalant,Normal,490,205,285,95,110,95,40,95,55,5,False
Rufflet,Normal,350,180,170,70,83,50,37,50,60,5,False
Braviary,Normal,510,260,250,100,123,75,57,75,80,5,False
Vullaby,Dark,370,160,210,70,55,75,45,65,60,5,False
Mandibuzz,Dark,510,200,310,110,65,105,55,95,80,5,False
Heatmor,Fire,484,267,217,85,97,66,105,66,65,5,False
Durant,Bug,484,266,218,58,109,112,48,48,109,5,False
Deino,Dark,300,148,152,52,65,50,45,50,38,5,False
Zweilous,Dark,420,208,212,72,85,70,65,70,58,5,False
Hydreigon,Dark,600,328,272,92,105,90,125,90,98,5,False
Larvesta,Bug,360,195,165,55,85,55,50,55,60,5,False
Volcarona,Bug,550,295,255,85,60,65,135,105,100,5,False
Cobalion,Steel,580,288,292,91,90,129,90,72,108,5,True
Terrakion,Rock,580,309,271,91,129,90,72,90,108,5,True
Virizion,Grass,580,288,292,91,90,72,90,129,108,5,True
TornadusIncarnate Forme,Flying,580,351,229,79,115,70,125,80,111,5,True
TornadusTherian Forme,Flying,580,331,249,79,100,80,110,90,121,5,True
ThundurusIncarnate Forme,Electric,580,351,229,79,115,70,125,80,111,5,True
ThundurusTherian Forme,Electric,580,351,229,79,105,70,145,80,101,5,True
Reshiram,Dragon,680,360,320,100,120,100,150,120,90,5,True
Zekrom,Dragon,680,360,320,100,150,120,120,100,90,5,True
LandorusIncarnate Forme,Ground,600,341,259,89,125,90,115,80,101,5,True
LandorusTherian Forme,Ground,600,341,259,89,145,90,105,80,91,5,True
Kyurem,Dragon,660,355,305,125,130,90,130,90,95,5,True
KyuremBlack Kyurem,Dragon,700,385,315,125,170,100,120,90,95,5,True
KyuremWhite Kyurem,Dragon,700,385,315,125,120,90,170,100,95,5,True
KeldeoOrdinary Forme,Water,580,309,271,91,72,90,129,90,108,5,False
KeldeoResolute Forme,Water,580,309,271,91,72,90,129,90,108,5,False
MeloettaAria Forme,Normal,600,295,305,100,77,77,128,128,90,5,False
MeloettaPirouette Forme,Normal,600,333,267,100,128,90,77,77,128,5,False
Genesect,Bug,600,339,261,71,120,95,120,95,99,5,False
Chespin,Grass,313,147,166,56,61,65,48,45,38,6,False
Quilladin,Grass,405,191,214,61,78,95,56,58,57,6,False
Chesnaught,Grass,530,245,285,88,107,122,74,75,64,6,False
Fennekin,Fire,307,167,140,40,45,40,62,60,60,6,False
Braixen,Fire,409,222,187,59,59,58,90,70,73,6,False
Delphox,Fire,534,287,247,75,69,72,114,100,104,6,False
Froakie,Water,314,189,125,41,56,40,62,44,71,6,False
Frogadier,Water,405,243,162,54,63,52,83,56,97,6,False
Greninja,Water,530,320,210,72,95,67,103,71,122,6,False
Bunnelby,Normal,237,125,112,38,36,38,32,36,57,6,False
Diggersby,Normal,423,184,239,85,56,77,50,77,78,6,False
Fletchling,Normal,278,152,126,45,50,43,40,38,62,6,False
Fletchinder,Fire,382,213,169,62,73,55,56,52,84,6,False
Talonflame,Fire,499,281,218,78,81,71,74,69,126,6,False
Scatterbug,Bug,200,97,103,38,35,40,27,25,35,6,False
Spewpa,Bug,213,78,135,45,22,60,27,30,29,6,False
Vivillon,Bug,411,231,180,80,52,50,90,50,89,6,False
Litleo,Fire,369,195,174,62,50,58,73,54,72,6,False
Pyroar,Fire,507,283,224,86,68,72,109,66,106,6,False
Flabébé,Fairy,303,141,162,44,38,39,61,79,42,6,False
Floette,Fairy,371,172,199,54,45,47,75,98,52,6,False
Florges,Fairy,552,252,300,78,65,68,112,154,75,6,False
Skiddo,Grass,350,179,171,66,65,48,62,57,52,6,False
Gogoat,Grass,531,265,266,123,100,62,97,81,68,6,False
Pancham,Fighting,348,171,177,67,82,62,46,48,43,6,False
Pangoro,Fighting,495,251,244,95,124,78,69,71,58,6,False
Furfrou,Normal,472,247,225,75,80,60,65,90,102,6,False
Espurr,Psychic,355,179,176,62,48,54,63,60,68,6,False
MeowsticMale,Psychic,466,235,231,74,48,76,83,81,104,6,False
MeowsticFemale,Psychic,466,235,231,74,48,76,83,81,104,6,False
Honedge,Steel,325,143,182,45,80,100,35,37,28,6,False
Doublade,Steel,448,190,258,59,110,150,45,49,35,6,False
AegislashBlade Forme,Steel,520,360,160,60,150,50,150,50,60,6,False
AegislashShield Forme,Steel,520,160,360,60,50,150,50,150,60,6,False
Spritzee,Fairy,341,138,203,78,52,60,63,65,23,6,False
Aromatisse,Fairy,462,200,262,101,72,72,99,89,29,6,False
Swirlix,Fairy,341,156,185,62,48,66,59,57,49,6,False
Slurpuff,Fairy,480,237,243,82,80,86,85,75,72,6,False
Inkay,Dark,288,136,152,53,54,53,37,46,45,6,False
Malamar,Dark,482,233,249,86,92,88,68,75,73,6,False
Binacle,Rock,306,141,165,42,52,67,39,56,50,6,False
Barbaracle,Rock,500,227,273,72,105,115,54,86,68,6,False
Skrelp,Poison,320,150,170,50,60,60,60,60,30,6,False
Dragalge,Poison,494,216,278,65,75,90,97,123,44,6,False
Clauncher,Water,330,155,175,50,53,62,58,63,44,6,False
Clawitzer,Water,500,252,248,71,73,88,120,89,59,6,False
Helioptile,Electric,289,169,120,44,38,33,61,43,70,6,False
Heliolisk,Electric,481,273,208,62,55,52,109,94,109,6,False
Tyrunt,Rock,362,182,180,58,89,77,45,45,48,6,False
Tyrantrum,Rock,521,261,260,82,121,119,69,59,71,6,False
Amaura,Rock,362,172,190,77,59,50,67,63,46,6,False
Aurorus,Rock,521,234,287,123,77,72,99,92,58,6,False
Sylveon,Fairy,525,235,290,95,65,65,110,130,60,6,False
Hawlucha,Fighting,500,284,216,78,92,75,74,63,118,6,False
Dedenne,Electric,431,240,191,67,58,57,81,67,101,6,False
Carbink,Rock,500,150,350,50,50,150,50,150,50,6,False
Goomy,Dragon,300,145,155,45,50,35,55,75,40,6,False
Sliggoo,Dragon,452,218,234,68,75,53,83,113,60,6,False
Goodra,Dragon,600,290,310,90,100,70,110,150,80,6,False
Klefki,Steel,470,235,235,57,80,91,80,87,75,6,False
Phantump,Ghost,309,158,151,43,70,48,50,60,38,6,False
Trevenant,Ghost,474,231,243,85,110,76,65,82,56,6,False
PumpkabooAverage Size,Ghost,335,161,174,49,66,70,44,55,51,6,False
PumpkabooSmall Size,Ghost,335,166,169,44,66,70,44,55,56,6,False
PumpkabooLarge Size,Ghost,335,156,179,54,66,70,44,55,46,6,False
PumpkabooSuper Size,Ghost,335,151,184,59,66,70,44,55,41,6,False
GourgeistAverage Size,Ghost,494,232,262,65,90,122,58,75,84,6,False
GourgeistSmall Size,Ghost,494,242,252,55,85,122,58,75,99,6,False
GourgeistLarge Size,Ghost,494,222,272,75,95,122,58,75,69,6,False
GourgeistSuper Size,Ghost,494,212,282,85,100,122,58,75,54,6,False
Bergmite,Ice,304,129,175,55,69,85,32,35,28,6,False
Avalugg,Ice,514,189,325,95,117,184,44,46,28,6,False
Noibat,Flying,245,130,115,40,30,35,45,40,55,6,False
Noivern,Flying,535,290,245,85,70,80,97,80,123,6,False
Xerneas,Fairy,680,361,319,126,131,95,131,98,99,6,True
Yveltal,Dark,680,361,319,126,131,95,131,98,99,6,True
Zygarde50% Forme,Dragon,600,276,324,108,100,121,81,95,95,6,True
Diancie,Rock,600,250,350,50,100,150,100,150,50,6,True
DiancieMega Diancie,Rock,700,430,270,50,160,110,160,110,110,6,True
HoopaHoopa Confined,Psychic,600,330,270,80,110,60,150,130,70,6,True
HoopaHoopa Unbound,Psychic,680,410,270,80,160,60,170,130,80,6,True
Volcanion,Fire,600,310,290,80,110,120,130,90,70,6,True
Bulbasaur,Poison,318,159,159,45,49,49,65,65,45,1,False
Ivysaur,Poison,405,202,203,60,62,63,80,80,60,1,False
Venusaur,Poison,525,262,263,80,82,83,100,100,80,1,False
VenusaurMega Venusaur,Poison,625,302,323,80,100,123,122,120,80,1,False
Charizard,Flying,534,293,241,78,84,78,109,85,100,1,False
CharizardMega Charizard X,Dragon,634,360,274,78,130,111,130,85,100,1,False
CharizardMega Charizard Y,Flying,634,363,271,78,104,78,159,115,100,1,False
Butterfree,Flying,395,205,190,60,45,50,90,80,70,1,False
Weedle,Poison,195,105,90,40,35,30,20,20,50,1,False
Kakuna,Poison,205,85,120,45,25,50,25,25,35,1,False
Beedrill,Poison,395,210,185,65,90,40,45,80,75,1,False
BeedrillMega Beedrill,Poison,495,310,185,65,150,40,15,80,145,1,False
Pidgey,Flying,251,136,115,40,45,40,35,35,56,1,False
Pidgeotto,Flying,349,181,168,63,60,55,50,50,71,1,False
Pidgeot,Flying,479,251,228,83,80,75,70,70,101,1,False
PidgeotMega Pidgeot,Flying,579,336,243,83,80,80,135,80,121,1,False
Spearow,Flying,262,161,101,40,60,30,31,31,70,1,False
Fearow,Flying,442,251,191,65,90,65,61,61,100,1,False
Nidoqueen,Ground,505,243,262,90,92,87,75,85,76,1,False
Nidoking,Ground,505,272,233,81,102,77,85,75,85,1,False
Jigglypuff,Fairy,270,110,160,115,45,20,45,25,20,1,False
Wigglytuff,Fairy,435,200,235,140,70,45,85,50,45,1,False
Zubat,Flying,245,130,115,40,45,35,30,40,55,1,False
Golbat,Flying,455,235,220,75,80,70,65,75,90,1,False
Oddish,Poison,320,155,165,45,50,55,75,65,30,1,False
Gloom,Poison,395,190,205,60,65,70,85,75,40,1,False
Vileplume,Poison,490,240,250,75,80,85,110,90,50,1,False
Paras,Grass,285,140,145,35,70,55,45,55,25,1,False
Parasect,Grass,405,185,220,60,95,80,60,80,30,1,False
Venonat,Poison,305,140,165,60,55,50,40,55,45,1,False
Venomoth,Poison,450,245,205,70,65,60,90,75,90,1,False
Poliwrath,Fighting,510,235,275,90,95,95,70,90,70,1,False
Bellsprout,Poison,300,185,115,50,75,35,70,30,40,1,False
Weepinbell,Poison,390,230,160,65,90,50,85,45,55,1,False
Victreebel,Poison,490,275,215,80,105,65,100,70,70,1,False
Tentacool,Poison,335,160,175,40,40,35,50,100,70,1,False
Tentacruel,Poison,515,250,265,80,70,65,80,120,100,1,False
Geodude,Ground,300,130,170,40,80,100,30,30,20,1,False
Graveler,Ground,390,175,215,55,95,115,45,45,35,1,False
Golem,Ground,495,220,275,80,120,130,55,65,45,1,False
Slowpoke,Psychic,315,120,195,90,65,65,40,40,15,1,False
Slowbro,Psychic,490,205,285,95,75,110,100,80,30,1,False
SlowbroMega Slowbro,Psychic,590,235,355,95,75,180,130,80,30,1,False
Magnemite,Steel,325,175,150,25,35,70,95,55,45,1,False
Magneton,Steel,465,250,215,50,60,95,120,70,70,1,False
Farfetch'd,Flying,352,183,169,52,65,55,58,62,60,1,False
Doduo,Flying,310,195,115,35,85,45,35,35,75,1,False
Dodrio,Flying,460,270,190,60,110,70,60,60,100,1,False
Dewgong,Ice,475,210,265,90,70,80,70,95,70,1,False
Cloyster,Ice,525,250,275,50,95,180,85,45,70,1,False
Gastly,Poison,310,215,95,30,35,30,100,35,80,1,False
Haunter,Poison,405,260,145,45,50,45,115,55,95,1,False
Gengar,Poison,500,305,195,60,65,60,130,75,110,1,False
GengarMega Gengar,Poison,600,365,235,60,65,80,170,95,130,1,False
